name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
Canton,CC,0.155052,5900946239,20,11812646.0,3.53976,4.237368308992388,-3.3030395342721794,2026-03-17
Stellar,XLM,0.174663,5762254237,21,168499858.0,1.53749,8.235150002187464,-2.5105582026932924,2026-03-17
USD1,USD1,0.999222,4543964102,22,2005904451.0,0.01933,-0.015501477869857809,-0.01802951402952676,2026-03-17
Zcash,ZEC,273.02,4533929555,23,709030314.0,16.63115,23.827738296075456,-10.444170895430378,2026-03-17
Litecoin,LTC,57.66,4437285950,24,559364056.0,0.70553,5.929349824295733,2.568863642742788,2026-03-17
Avalanche,AVAX,10.26,4430217968,25,454916857.0,0.50316,7.151323130842813,7.0995807987391855,2026-03-17
Hedera,HBAR,0.098946,4284454403,26,134209830.0,1.18213,2.2036566119797913,-5.340056100270305,2026-03-17
Dai,DAI,0.999976,4283455372,27,154290322.0,-0.01018,0.02967207017996723,0.04492363833339901,2026-03-17
Rain,RAIN,0.00891838,4262987067,28,22169544.0,-1.18045,-0.799530271465742,-8.786613081410998,2026-03-17
PayPal USD,PYUSD,1.001,4096747572,29,181726085.0,0.02989,0.07968255111051867,0.0759334108434627,2026-03-17
Sui,SUI,1.024,3992571481,30,757756278.0,-2.84772,6.318393279810682,0.10384284277138699,2026-03-17
Shiba Inu,SHIB,6.09e-06,3589434630,31,149769818.0,-1.68271,6.860222661188795,-11.098942531679718,2026-03-17
Cronos,CRO,0.079941,3284929047,32,14433540.0,1.34245,4.120214132005912,-3.0341268151934284,2026-03-17
Toncoin,TON,1.33,3269179569,33,111046773.0,0.41852,-0.4619459097100252,-10.097381492695485,2026-03-17
MemeCore,M,1.72,3007112127,34,12816944.0,13.06396,18.044428490485146,31.430446474530367,2026-03-17
World Liberty Financial,WLFI,0.103217,2855193757,35,67503809.0,-1.8688,0.9647979211829918,-3.4866715584970684,2026-03-17
Tether Gold,XAUT,4963.15,2802188709,36,292557750.0,0.20087,-3.5588163694356467,-0.8546746501141672,2026-03-17
Mantle,MNT,0.838257,2745745046,37,70752978.0,4.38049,21.13787123800383,24.571615451579277,2026-03-17
Bittensor,TAO,279.82,2689116062,38,456815369.0,-3.49931,39.5093431269017,47.76354045536688,2026-03-17
Polkadot,DOT,1.61,2686826927,39,294399768.0,2.03845,4.807186916931853,13.413261983064078,2026-03-17
Uniswap,UNI,4.0,2537114271,40,302751336.0,-1.05422,1.3475907816115158,11.462559185714637,2026-03-17
PAX Gold,PAXG,4991.82,2501809547,41,266879732.0,0.25454,-3.667864884853779,-0.9624265704056972,2026-03-17
Circle USYC,USYC,1.12,2311544724,42,895624.0,-0.00965,0.0798885930198831,0.41115227626309153,2026-03-17
OKB,OKB,95.78,2014174634,43,33335356.0,-1.80633,-2.320307633084224,16.901143862886556,2026-03-17
BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,2001290941,44,0.0,0.0,0.0,0.0,2026-03-17
NEAR Protocol,NEAR,1.45,1871786379,45,316124529.0,5.16011,10.774200101583293,34.57367585751804,2026-03-17
Aave,AAVE,122.33,1857400995,46,510586593.0,2.80241,9.251289003408898,-5.21493103496512,2026-03-17
Aster,ASTER,0.72933,1791363745,47,210750739.0,1.31267,2.8699919576722204,-0.8298819708100749,2026-03-17
Sky,SKY,0.076402,1764036667,48,32206497.0,6.6951,-1.9154466975077593,12.761247680000254,2026-03-17
Global Dollar,USDG,0.999908,1761483099,49,48524832.0,-0.00877,-0.012577543550961938,0.01947458573961481,2026-03-17
Pi Network,PI,0.180252,1753763372,51,43457643.0,-10.07545,-17.655764988321472,-3.9166556894080227,2026-03-17
