name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
Hedera,HBAR,0.089645,3882738997,25,67762649.0,-0.83062,-3.5418618920229634,-12.226738821221304,2026-03-28
PayPal USD,PYUSD,0.999786,3879781999,26,89670856.0,-0.01855,-0.020255429868332467,-0.05097712593229016,2026-03-28
MemeCore,M,2.21,3878947801,27,12255583.0,5.64383,36.11806907146233,62.70033202425302,2026-03-28
Rain,RAIN,0.00796614,3810869532,28,34880476.0,-4.38927,-8.347974586493761,-17.02941222709661,2026-03-28
Avalanche,AVAX,8.8,3800929900,29,270209325.0,-1.5403,-7.95844731280105,-5.664973324163947,2026-03-28
Zcash,ZEC,218.84,3638977079,30,221253945.0,-0.60181,-6.916057139538709,-11.427263601720309,2026-03-28
Sui,SUI,0.885038,3452936719,31,332196132.0,-2.73627,-8.239053596389882,-7.148614135507056,2026-03-28
Shiba Inu,SHIB,5.85e-06,3448439069,32,108613696.0,0.34096,-2.5916188908715627,-5.260033959297233,2026-03-28
Toncoin,TON,1.24,3045965612,33,88793202.0,-0.8647,-2.1857631720091515,-3.213329925731416,2026-03-28
Cronos,CRO,0.071957,3045366862,34,19350800.0,-1.82246,-3.9612744416012515,-8.235094470129823,2026-03-28
Bittensor,TAO,314.37,3016344676,35,500505482.0,-4.52313,15.798563940707952,68.33336773062332,2026-03-28
World Liberty Financial,WLFI,0.098014,2821111613,36,65650586.0,0.42108,4.229392919222215,-16.863976726287472,2026-03-28
Circle USYC,USYC,1.12,2626593159,37,223858.0,-0.00247,0.04424765826756677,0.1165543546108466,2026-03-28
Tether Gold,XAUT,4490.61,2512903595,38,456853726.0,1.5269,-0.042631697156658495,-12.89652119945266,2026-03-28
PAX Gold,PAXG,4499.41,2313449900,39,244468266.0,1.64924,-0.17350242044834888,-13.41246892547994,2026-03-28
Mantle,MNT,0.676758,2217817264,40,30090880.0,-0.39926,-9.811157118161814,4.345213964542953,2026-03-28
BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,2169130946,41,0.0,0.0,0.0,0.0,2026-03-28
Polkadot,DOT,1.29,2167331848,42,302855392.0,-0.27514,-13.917983578997738,-19.11186206165459,2026-03-28
Uniswap,UNI,3.38,2141416761,43,159798827.0,-2.61984,-6.479662235230535,-16.223871917287656,2026-03-28
Global Dollar,USDG,0.999849,1798876073,44,35308713.0,-0.01048,0.002890267441351523,-0.03840161558162117,2026-03-28
Falcon USD,USDF,0.997545,1745764200,45,988213.0,-0.00235,-0.06138554565420917,0.042399409941664155,2026-03-28
Pi Network,PI,0.175463,1745364344,46,20858338.0,-1.07713,-10.74212721674189,4.3466490700998985,2026-03-28
OKB,OKB,82.9,1741817248,47,17294367.0,-1.47703,-6.884819816167445,5.943147264715328,2026-03-28
Sky,SKY,0.070513,1628924503,48,7941973.0,-0.02228,-4.786305698215065,0.6788685293282746,2026-03-28
Aster,ASTER,0.662755,1628029134,49,93480786.0,0.27013,-3.978655070048799,-6.75923552538449,2026-03-28
HTX DAO,HTX,1.7e-06,1557312527,50,13929722.0,-0.46039,-0.14588879064790997,4.566765212807128,2026-03-28
