name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
Bitcoin,BTC,70631.0,1413186806843,1,32586229404.0,0.20058,0.13019101573834527,5.717554475178199,2026-03-21
Ethereum,ETH,2157.46,260457408929,2,13319571692.0,0.94188,4.338938990166387,9.887054112483733,2026-03-21
Tether,USDT,0.999812,184143900844,3,51295712921.0,-0.01219,-0.024379816921111734,0.012858494553640555,2026-03-21
XRP,XRP,1.44,88293824152,4,1544502663.0,-0.57492,3.30986976446489,1.6958474052853418,2026-03-21
BNB,BNB,643.03,87682597407,5,796559527.0,0.23836,-1.2690770278921675,6.0400163354753795,2026-03-21
USDC,USDC,0.999982,79039716704,6,5801722605.0,0.00768,0.007931636174677016,0.008165560316217789,2026-03-21
Solana,SOL,90.18,51567256291,7,2475753083.0,1.40921,3.8350828619150774,11.075124285837989,2026-03-21
TRON,TRX,0.309862,29349342767,8,553636603.0,1.39411,5.533526167814974,10.814614510641904,2026-03-21
Figure Heloc,FIGR_HELOC,1.003,15889689398,9,330310642.0,0.12024,-1.8944529151671077,-2.7923416184148055,2026-03-21
Dogecoin,DOGE,0.094301,14474526955,10,577405953.0,0.42965,0.05697464666659846,-3.2183837863383005,2026-03-21
WhiteBIT Coin,WBT,55.31,11804015541,11,55674645.0,0.13759,0.2673305523892261,9.143242224103277,2026-03-21
USDS,USDS,0.999889,11760904993,12,11707255.0,-0.00213,-0.0002340437805222659,0.03009568277547983,2026-03-21
Cardano,ADA,0.264512,9743642400,13,313731927.0,-1.46605,1.6612998172766154,-3.3122219968691256,2026-03-21
Hyperliquid,HYPE,39.64,9448963602,14,249939929.0,0.63592,7.168661510277763,38.33794554026152,2026-03-21
Bitcoin Cash,BCH,469.41,9389797358,15,181277250.0,1.31442,2.6806670892374984,-14.157995385914509,2026-03-21
LEO Token,LEO,9.22,8493811243,16,431528.0,0.24346,2.043795308959091,6.6246035114536905,2026-03-21
Chainlink,LINK,9.14,6471496220,17,291324363.0,0.48848,1.7431753604678504,5.844723729823165,2026-03-21
Monero,XMR,347.67,6413983415,18,79563440.0,1.50663,-3.5042931657796523,7.332927473303835,2026-03-21
Ethena USDe,USDE,0.999864,5923047366,19,106125674.0,0.01597,-0.04072857041465608,0.04116667127615931,2026-03-21
Canton,CC,0.147527,5619414852,20,6537354.0,3.22393,-4.505318696094438,-8.613027276802896,2026-03-21
Stellar,XLM,0.165225,5455484019,21,72306512.0,-0.95797,1.3842557286858155,3.292164279783452,2026-03-21
USD1,USD1,0.999834,4424485092,22,1081901074.0,0.05037,0.07264363115740381,0.04536183527983928,2026-03-21
Litecoin,LTC,56.27,4332210042,23,287162777.0,1.17376,3.2056701725340275,6.525783441861951,2026-03-21
Dai,DAI,0.999966,4316272184,24,157610016.0,-0.0096,-0.008493663115428294,-0.03857459466024077,2026-03-21
Rain,RAIN,0.00868774,4152479948,25,18482961.0,-1.01939,-2.051085929619977,-10.162914769565672,2026-03-21
Avalanche,AVAX,9.54,4119746254,26,233385278.0,0.19375,-0.22232007131964118,7.990934220031691,2026-03-21
PayPal USD,PYUSD,0.999941,4073305860,27,81761069.0,-0.00097,0.013147441791459737,0.06932647561322265,2026-03-21
Hedera,HBAR,0.092688,4013745166,28,46321954.0,-0.79357,-0.17561740544230534,-5.451513173833794,2026-03-21
Zcash,ZEC,233.43,3887158616,29,308939101.0,-0.42595,12.820204995434677,-9.61201387922703,2026-03-21
Sui,SUI,0.963745,3758564341,30,240987390.0,-0.6539,-2.083461445297589,5.184641378050265,2026-03-21
Shiba Inu,SHIB,6.01e-06,3544197067,31,158766810.0,0.97175,2.421584567194897,-3.4343310735930292,2026-03-21
Cronos,CRO,0.074891,3167565595,32,8253178.0,-0.63356,-2.460424459600542,-3.840756489142213,2026-03-21
Toncoin,TON,1.26,3096666266,33,104173225.0,1.53018,-3.0511508262705918,-10.661109420073412,2026-03-21
MemeCore,M,1.62,2835747356,34,8187120.0,-2.86508,6.0879647082779,18.410019861077256,2026-03-21
Bittensor,TAO,272.07,2613737330,35,379958729.0,-5.14358,14.045401489561558,48.35135849962415,2026-03-21
