name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
World Liberty Financial,WLFI,0.094068,2602264990,36,83251116.0,4.33785,-8.994121923232163,-19.08096873592849,2026-03-21
Tether Gold,XAUT,4493.16,2536848349,37,692337283.0,-3.60838,-10.08919224780508,-9.805431258919297,2026-03-21
Polkadot,DOT,1.49,2499808384,38,136239789.0,-2.22822,4.179425470019828,14.79578877163389,2026-03-21
Mantle,MNT,0.752972,2467964210,39,28574258.0,-1.06447,5.254421464027867,21.05054319000797,2026-03-21
Circle USYC,USYC,1.12,2450906535,40,111880.0,0.00872,-0.044362854533206965,0.3397831883929572,2026-03-21
Uniswap,UNI,3.6,2281883244,41,153815062.0,-0.40354,-8.245704658693958,5.823700107385264,2026-03-21
PAX Gold,PAXG,4507.37,2266325279,42,429672604.0,-3.42782,-10.500957786933522,-10.243787883371287,2026-03-21
BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,2012853986,43,0.0,0.0,0.0,0.0,2026-03-21
Pi Network,PI,0.197094,1934019442,44,40949266.0,3.01003,-4.592984257268469,5.180648756418403,2026-03-21
OKB,OKB,88.69,1862466709,45,12732677.0,-0.12589,-5.228158837779423,14.1482170788907,2026-03-21
Global Dollar,USDG,0.999818,1775434719,46,21451116.0,-0.00429,-0.01855155718052907,-0.0006804089150517478,2026-03-21
Falcon USD,USDF,0.997951,1748661835,47,1152032.0,-0.03724,0.12480252648875156,0.08571948587960458,2026-03-21
Sky,SKY,0.074303,1713448098,48,10806616.0,2.56519,-2.919857811456687,15.025590269333527,2026-03-21
Aster,ASTER,0.691652,1698650563,49,132180379.0,0.71628,-0.4580466270274133,-0.6258870124938645,2026-03-21
NEAR Protocol,NEAR,1.31,1694962219,50,123488773.0,-2.2099,0.2451122623478555,30.25698684451454,2026-03-21
