name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
Rain,RAIN,0.00811949,3875358987,27,35283827.0,-3.1739,-7.453743928640866,-13.58867810319477,2026-03-27
Hedera,HBAR,0.089399,3875213995,25,71549583.0,-2.11433,-3.5274229040808245,-11.747143807564713,2026-03-27
PayPal USD,PYUSD,0.999717,3873973539,26,113769651.0,0.00917,-0.02120804213562973,-0.04188186418946658,2026-03-27
Avalanche,AVAX,8.82,3812692712,28,332654665.0,-3.95351,-6.7915060697106915,-6.757113888226775,2026-03-27
MemeCore,M,2.15,3759298976,29,16563303.0,4.52795,29.594806234432653,54.64670349856501,2026-03-27
Zcash,ZEC,216.59,3611334846,30,253568034.0,-1.80956,-6.251905721363092,-12.499689905622938,2026-03-27
Sui,SUI,0.891132,3477757411,31,371551209.0,-2.64198,-7.375168635311886,-4.777730246339837,2026-03-27
Shiba Inu,SHIB,5.78e-06,3407823193,32,105768080.0,-2.00266,-3.3106602714248514,-7.583229196648676,2026-03-27
Bittensor,TAO,329.29,3165889059,33,548025426.0,-2.5675,18.863694609212963,82.14914728632789,2026-03-27
Cronos,CRO,0.071797,3040594175,34,11440045.0,-1.83039,-4.223773100910032,-8.196163118134768,2026-03-27
Toncoin,TON,1.22,2997691169,35,100437340.0,-5.27589,-0.46650845075319347,-6.8469659333545,2026-03-27
World Liberty Financial,WLFI,0.098519,2837479502,36,92104854.0,0.76924,8.715565409256062,-15.358371349813083,2026-03-27
Circle USYC,USYC,1.12,2625891495,37,2159.66,,0.02679583434268922,0.3573647104080199,2026-03-27
Tether Gold,XAUT,4510.76,2525247712,38,612604788.0,1.76402,-1.2246615651746526,-12.809859299292317,2026-03-27
PAX Gold,PAXG,4521.87,2326160845,39,357182435.0,1.74957,-1.1154864277406984,-13.122435883191724,2026-03-27
Mantle,MNT,0.674154,2210948731,40,40329156.0,-3.64146,-9.107086966943346,9.152778529387334,2026-03-27
Uniswap,UNI,3.41,2165863414,41,185943783.0,-2.90596,-4.335132746807015,-10.226041391302275,2026-03-27
Polkadot,DOT,1.28,2150771931,42,261122912.0,-3.47196,-15.635799181837253,-14.286694035297371,2026-03-27
BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,2133529282,43,0.0,0.0,0.0,0.0,2026-03-27
Global Dollar,USDG,0.99977,1796777888,44,52497236.0,-0.0056,-0.008679608357863947,-0.02510012877132467,2026-03-27
Falcon USD,USDF,0.997754,1747043773,45,1391704.0,0.00378,-0.044173661411270874,0.009938401432396974,2026-03-27
Pi Network,PI,0.175676,1742021046,46,25093072.0,-5.24762,-5.162949203939701,3.3476365269094837,2026-03-27
OKB,OKB,81.9,1719076839,47,16173769.0,-3.2262,-7.16069668406024,5.986286470350133,2026-03-27
Sky,SKY,0.070256,1623490096,49,8627166.0,-1.64844,-2.1871441874613344,2.990385529770264,2026-03-27
Aster,ASTER,0.660579,1622551398,48,130234375.0,0.08195,-3.016730435839985,-6.498995269752605,2026-03-27
HTX DAO,HTX,1.7e-06,1553678352,50,17459367.0,-0.68613,0.6273267239332555,2.245921386620763,2026-03-27
