name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
Bitcoin,BTC,73921.0,1479717913323,1,38107212184.0,-0.3672,5.678244084216918,8.054200362959513,2026-03-18
Ethereum,ETH,2319.95,280235380150,2,19105281309.0,0.02438,14.606355586735637,18.029893869925434,2026-03-18
Tether,USDT,1.0,184112128468,3,64496978427.0,0.01395,0.013155301617391365,0.051682073396464856,2026-03-18
XRP,XRP,1.52,93336779220,4,3080807503.0,-0.02716,10.24380593980362,4.005083364580619,2026-03-18
BNB,BNB,672.81,91736572100,5,1031365396.0,-0.15359,4.629779560197977,9.87061864201994,2026-03-18
USDC,USDC,0.999778,79612325644,6,10412726063.0,-0.01229,-0.012316148267777237,-0.012458242553779253,2026-03-18
Solana,SOL,94.2,53843482455,7,3256274099.0,0.22925,9.52790283397988,10.828740717405767,2026-03-18
TRON,TRX,0.302093,28638350334,8,649614712.0,1.51417,5.085693861906185,8.026308741188414,2026-03-18
Figure Heloc,FIGR_HELOC,1.032,16345286289,9,38834796.0,0.47597,-0.41908841657492385,1.1539171638314725,2026-03-18
Dogecoin,DOGE,0.100025,15368975409,10,1125248158.0,-0.10658,8.678790457140297,-2.248149348364312,2026-03-18
WhiteBIT Coin,WBT,58.02,12383200485,11,53862646.0,-0.11744,4.959675192857176,13.099020426791718,2026-03-18
USDS,USDS,0.999677,11289686525,12,14253208.0,-0.02367,-0.023320876242703913,-0.02728605091328935,2026-03-18
Cardano,ADA,0.2882,10626186161,13,482056024.0,1.20513,11.345827576345423,2.9429694764054415,2026-03-18
Hyperliquid,HYPE,41.97,10005640769,14,399470015.0,2.0322,20.86340782795929,40.69937344054972,2026-03-18
Bitcoin Cash,BCH,470.6,9418999469,15,160952496.0,-0.58536,4.262254180463502,-16.10114596465634,2026-03-18
LEO Token,LEO,9.07,8351856430,16,500132.0,0.17197,-1.5095125728561662,6.748974911434711,2026-03-18
Chainlink,LINK,9.81,6950824395,17,356007298.0,0.3836,9.606522486933391,12.076522137504773,2026-03-18
Monero,XMR,368.56,6793706098,18,91149706.0,-1.75355,2.9302906963894637,15.565605436670838,2026-03-18
Ethena USDe,USDE,0.999793,5921541263,19,89196712.0,-0.01666,0.016684379470382843,0.0743983691382432,2026-03-18
Stellar,XLM,0.174882,5777864391,20,108224279.0,0.39863,11.747476996054514,3.6846730968877845,2026-03-18
Canton,CC,0.149941,5716245549,21,10668422.0,-3.26124,1.547077301290063,-6.547930157364972,2026-03-18
Zcash,ZEC,277.38,4610401091,22,486817193.0,4.51263,29.83320449891007,-2.8467356138069015,2026-03-18
USD1,USD1,0.999542,4516624757,23,1202191168.0,0.04004,0.006887827104865105,0.05845134625223752,2026-03-18
Litecoin,LTC,57.9,4457345112,24,353261818.0,0.18621,7.454775578291454,7.011948954130608,2026-03-18
Avalanche,AVAX,10.25,4429549225,25,300929108.0,-0.61299,6.735121171342512,10.84444020401491,2026-03-18
Hedera,HBAR,0.099403,4309070368,26,84519228.0,0.8054,5.282321110857853,-0.31282014109838235,2026-03-18
Rain,RAIN,0.00901005,4301133016,27,13240010.0,2.53141,1.155018356043054,-8.00893043820245,2026-03-18
Dai,DAI,1.0,4287463934,28,144966626.0,0.01024,0.0083279488778754,0.05203748834128016,2026-03-18
PayPal USD,PYUSD,0.999933,4105938158,29,73462912.0,-0.03775,-0.006699254037941788,-0.009983786778835458,2026-03-18
Sui,SUI,1.03,4018604807,30,490997862.0,-0.19708,8.24910345145826,6.767348141512561,2026-03-18
Shiba Inu,SHIB,6.06e-06,3573063040,31,141630784.0,-0.26365,7.899366392212083,-8.981223834808592,2026-03-18
Cronos,CRO,0.078606,3322669676,32,10157333.0,-1.79346,3.99930287164283,-1.7826763356914879,2026-03-18
Toncoin,TON,1.34,3297387654,33,98716744.0,0.5264,2.8813872490220347,-7.040218682128738,2026-03-18
MemeCore,M,1.86,3242516400,34,12211149.0,5.90102,31.06690609190063,43.94718663438598,2026-03-18
World Liberty Financial,WLFI,0.102227,2828822270,35,58272850.0,-1.91101,0.9110016498445452,0.9142389232247864,2026-03-18
Tether Gold,XAUT,4978.85,2810535928,36,246504537.0,0.10973,-3.4546461558948667,0.15936301079609427,2026-03-18
Mantle,MNT,0.847492,2778878267,37,46827293.0,1.89463,21.197871647708894,34.28195934153428,2026-03-18
Polkadot,DOT,1.63,2726432422,38,218564513.0,1.58266,8.969465425730643,19.96010639405599,2026-03-18
