name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
PAX Gold,PAXG,4444.32,2284986512,40,389137339.0,-2.56957,-5.405481411691232,-14.368057578420599,2026-03-26
Uniswap,UNI,3.55,2248276586,41,227751341.0,-4.11333,-1.5994053530481938,7.169911024545043,2026-03-26
Polkadot,DOT,1.31,2198538199,42,204755727.0,-5.16961,-15.121370129424283,5.682755907377882,2026-03-26
BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,2112550212,43,0.0,0.0,0.0,0.0,2026-03-26
Pi Network,PI,0.187158,1850023320,44,18425050.0,-0.75164,5.0769662769862745,15.836976442897125,2026-03-26
Global Dollar,USDG,0.999908,1797006614,45,54144332.0,-0.01293,-0.00018066061967311146,0.014781951559862769,2026-03-26
OKB,OKB,84.65,1778207496,46,15226033.0,-3.06419,-6.724603948775829,15.743908680450014,2026-03-26
Falcon USD,USDF,0.998363,1748189785,47,765052.0,-0.02655,0.04080738644139389,0.10832983651930211,2026-03-26
Sky,SKY,0.071536,1654199580,48,14957078.0,-3.51263,0.06495227940380999,12.8455462312492,2026-03-26
Aave,AAVE,106.74,1620683832,49,309469098.0,-7.06981,-7.479913040957856,-5.734871302109754,2026-03-26
Aster,ASTER,0.659923,1620570702,50,120497095.0,-1.40957,-3.847298396950935,-4.80523607435983,2026-03-26
