name,symbol,current_price,market_cap,market_cap_rank,total_volume,price_change_24h,price_change_7d,price_change_30d,date
Rain,RAIN,0.00810618,3876976925,28,29700334.0,-2.02905,-4.9202491107390225,-11.973411704302444,2026-03-30
Avalanche,AVAX,8.93,3855390716,29,195368694.0,2.44564,-0.7261816467076654,4.967642334436841,2026-03-30
Zcash,ZEC,227.16,3777380531,30,230580170.0,5.79649,4.419573001314398,10.165971704521578,2026-03-30
Shiba Inu,SHIB,6.02e-06,3549168429,31,106016277.0,4.28218,4.306958839372667,9.736612096293255,2026-03-30
Sui,SUI,0.88162,3438314919,32,355739827.0,2.4737,-2.2417098721189768,5.414496088368892,2026-03-30
Bittensor,TAO,316.64,3037815479,33,342915597.0,-0.96116,17.08624854867583,89.90857195653344,2026-03-30
Cronos,CRO,0.07115,3010674043,34,9406435.0,0.08607,-2.841741124860776,-2.035644322200002,2026-03-30
Toncoin,TON,1.22,3006001242,35,64767508.0,-1.71958,-3.9316712218117935,-1.0473529911286794,2026-03-30
World Liberty Financial,WLFI,0.099281,2855149450,36,42082890.0,1.57256,3.994963281701336,-6.640969380161492,2026-03-30
Circle USYC,USYC,1.12,2626593159,37,223858.0,,0.035713683553112746,0.22362606645364969,2026-03-30
Tether Gold,XAUT,4523.39,2531373631,38,451100802.0,0.84969,6.29553010674892,-16.678965145641513,2026-03-30
PAX Gold,PAXG,4530.98,2329996510,39,243605576.0,0.85993,5.797825199358104,-17.829818067945162,2026-03-30
Mantle,MNT,0.690151,2262177559,40,33803259.0,1.68133,0.810415616423101,11.766638439652844,2026-03-30
Uniswap,UNI,3.51,2224798568,41,132412201.0,4.2101,0.7844416197714326,-1.1842557219596377,2026-03-30
BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,2169130946,42,0.0,0.0,0.0,0.0,2026-03-30
Polkadot,DOT,1.27,2130065975,43,95354741.0,0.2296,-10.25357741669878,-13.20619596753534,2026-03-30
Global Dollar,USDG,0.999754,1806354904,44,25383550.0,0.0089,-0.005375544059863502,-0.03129893103404426,2026-03-30
OKB,OKB,84.88,1782512980,45,14480653.0,-0.54375,3.295193509258365,16.09074543408,2026-03-30
Pi Network,PI,0.176271,1755409960,46,14679436.0,-2.0501,-4.888553373354794,8.362689185718757,2026-03-30
Falcon USD,USDF,0.998015,1747135496,47,898296.0,0.026,-0.0005268348492655807,0.18439599622143366,2026-03-30
Sky,SKY,0.073998,1709854669,48,10913612.0,5.22153,8.003270898473595,13.575060729815213,2026-03-30
Aster,ASTER,0.670955,1647369678,49,55214514.0,1.54301,1.3483588070021764,-2.6241922132871136,2026-03-30
HTX DAO,HTX,1.73e-06,1589895464,50,15868902.0,1.0492,2.7164983390992954,11.114813987338753,2026-03-30
